algorithm,laptime,finish,collision,max_speed,sus_a,sus_b,braking_a,braking_b
FGM_GNU_CONV,7.959999999999875,1.0,True,16.11111111111111,0.3,0.2,-0.8888888888888888,1.4444444444444444
FGM_GNU_CONV,7.949999999999875,1.0,True,16.11111111111111,0.3,0.2,-0.8888888888888888,1.5
FGM_GNU_CONV,9.339999999999845,1.0,True,16.11111111111111,0.3,0.2,-0.6666666666666667,1.0
FGM_GNU_CONV,8.979999999999853,1.0,True,16.11111111111111,0.3,0.2,-0.6666666666666667,1.0555555555555556
FGM_GNU_CONV,8.67999999999986,1.0,True,16.11111111111111,0.3,0.2,-0.6666666666666667,1.1111111111111112
FGM_GNU_CONV,8.399999999999865,1.0,True,16.11111111111111,0.3,0.2,-0.6666666666666667,1.1666666666666667
FGM_GNU_CONV,8.269999999999868,1.0,True,16.11111111111111,0.3,0.2,-0.6666666666666667,1.2222222222222223
FGM_GNU_CONV,8.17999999999987,1.0,True,16.11111111111111,0.3,0.2,-0.6666666666666667,1.2777777777777777
FGM_GNU_CONV,8.079999999999872,1.0,True,16.11111111111111,0.3,0.2,-0.6666666666666667,1.3333333333333333
FGM_GNU_CONV,8.019999999999873,1.0,True,16.11111111111111,0.3,0.2,-0.6666666666666667,1.3888888888888888
FGM_GNU_CONV,7.979999999999874,1.0,True,16.11111111111111,0.3,0.2,-0.6666666666666667,1.4444444444444444
FGM_GNU_CONV,7.959999999999875,1.0,True,16.11111111111111,0.3,0.2,-0.6666666666666667,1.5
FGM_GNU_CONV,9.519999999999841,1.0,True,16.11111111111111,0.3,0.2,-0.44444444444444464,1.0
FGM_GNU_CONV,9.10999999999985,1.0,True,16.11111111111111,0.3,0.2,-0.44444444444444464,1.0555555555555556
FGM_GNU_CONV,8.799999999999857,1.0,True,16.11111111111111,0.3,0.2,-0.44444444444444464,1.1111111111111112
FGM_GNU_CONV,8.509999999999863,1.0,True,16.11111111111111,0.3,0.2,-0.44444444444444464,1.1666666666666667
FGM_GNU_CONV,8.329999999999867,1.0,True,16.11111111111111,0.3,0.2,-0.44444444444444464,1.2222222222222223
FGM_GNU_CONV,8.18999999999987,1.0,True,16.11111111111111,0.3,0.2,-0.44444444444444464,1.2777777777777777
FGM_GNU_CONV,8.109999999999872,1.0,True,16.11111111111111,0.3,0.2,-0.44444444444444464,1.3333333333333333
FGM_GNU_CONV,8.039999999999873,1.0,True,16.11111111111111,0.3,0.2,-0.44444444444444464,1.3888888888888888
FGM_GNU_CONV,7.999999999999874,1.0,True,16.11111111111111,0.3,0.2,-0.44444444444444464,1.4444444444444444
FGM_GNU_CONV,7.9699999999998745,1.0,True,16.11111111111111,0.3,0.2,-0.44444444444444464,1.5
FGM_GNU_CONV,94.71000000001155,True,False,16.11111111111111,0.3,0.2,-0.22222222222222232,1.0
FGM_GNU_CONV,54.6199999999977,1.0,True,16.11111111111111,0.3,0.2,-0.22222222222222232,1.0555555555555556
FGM_GNU_CONV,8.889999999999855,1.0,True,16.11111111111111,0.3,0.2,-0.22222222222222232,1.1111111111111112
FGM_GNU_CONV,8.599999999999861,1.0,True,16.11111111111111,0.3,0.2,-0.22222222222222232,1.1666666666666667
FGM_GNU_CONV,8.389999999999866,1.0,True,16.11111111111111,0.3,0.2,-0.22222222222222232,1.2222222222222223
FGM_GNU_CONV,8.249999999999869,1.0,True,16.11111111111111,0.3,0.2,-0.22222222222222232,1.2777777777777777
FGM_GNU_CONV,8.14999999999987,1.0,True,16.11111111111111,0.3,0.2,-0.22222222222222232,1.3333333333333333
FGM_GNU_CONV,8.079999999999872,1.0,True,16.11111111111111,0.3,0.2,-0.22222222222222232,1.3888888888888888
FGM_GNU_CONV,8.019999999999873,1.0,True,16.11111111111111,0.3,0.2,-0.22222222222222232,1.4444444444444444
FGM_GNU_CONV,7.979999999999874,1.0,True,16.11111111111111,0.3,0.2,-0.22222222222222232,1.5
FGM_GNU_CONV,96.31000000001237,True,False,16.11111111111111,0.3,0.2,0.0,1.0
FGM_GNU_CONV,9.379999999999844,1.0,True,16.11111111111111,0.3,0.2,0.0,1.0555555555555556
FGM_GNU_CONV,8.999999999999853,1.0,True,16.11111111111111,0.3,0.2,0.0,1.1111111111111112
FGM_GNU_CONV,8.729999999999858,1.0,True,16.11111111111111,0.3,0.2,0.0,1.1666666666666667
FGM_GNU_CONV,8.469999999999864,1.0,True,16.11111111111111,0.3,0.2,0.0,1.2222222222222223
FGM_GNU_CONV,8.309999999999867,1.0,True,16.11111111111111,0.3,0.2,0.0,1.2777777777777777
FGM_GNU_CONV,8.19999999999987,1.0,True,16.11111111111111,0.3,0.2,0.0,1.3333333333333333
FGM_GNU_CONV,8.129999999999871,1.0,True,16.11111111111111,0.3,0.2,0.0,1.3888888888888888
FGM_GNU_CONV,8.059999999999873,1.0,True,16.11111111111111,0.3,0.2,0.0,1.4444444444444444
FGM_GNU_CONV,8.009999999999874,1.0,True,16.11111111111111,0.3,0.2,0.0,1.5
FGM_GNU_CONV,8.719999999999859,1.0,True,16.11111111111111,0.3,0.2777777777777778,-2.0,1.0
FGM_GNU_CONV,8.399999999999865,1.0,True,16.11111111111111,0.3,0.2777777777777778,-2.0,1.0555555555555556
FGM_GNU_CONV,8.239999999999869,1.0,True,16.11111111111111,0.3,0.2777777777777778,-2.0,1.1111111111111112
FGM_GNU_CONV,8.129999999999871,1.0,True,16.11111111111111,0.3,0.2777777777777778,-2.0,1.1666666666666667
FGM_GNU_CONV,8.039999999999873,1.0,True,16.11111111111111,0.3,0.2777777777777778,-2.0,1.2222222222222223
FGM_GNU_CONV,7.989999999999874,1.0,True,16.11111111111111,0.3,0.2777777777777778,-2.0,1.2777777777777777
FGM_GNU_CONV,7.959999999999875,1.0,True,16.11111111111111,0.3,0.2777777777777778,-2.0,1.3333333333333333
FGM_GNU_CONV,7.949999999999875,1.0,True,16.11111111111111,0.3,0.2777777777777778,-2.0,1.3888888888888888
FGM_GNU_CONV,7.939999999999875,1.0,True,16.11111111111111,0.3,0.2777777777777778,-2.0,1.4444444444444444
FGM_GNU_CONV,7.929999999999875,1.0,True,16.11111111111111,0.3,0.2777777777777778,-2.0,1.5
FGM_GNU_CONV,8.799999999999857,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.7777777777777777,1.0
FGM_GNU_CONV,8.499999999999863,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.7777777777777777,1.0555555555555556
FGM_GNU_CONV,8.279999999999868,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.7777777777777777,1.1111111111111112
FGM_GNU_CONV,8.16999999999987,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.7777777777777777,1.1666666666666667
FGM_GNU_CONV,8.069999999999872,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.7777777777777777,1.2222222222222223
FGM_GNU_CONV,8.009999999999874,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.7777777777777777,1.2777777777777777
FGM_GNU_CONV,7.9699999999998745,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.7777777777777777,1.3333333333333333
FGM_GNU_CONV,7.949999999999875,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.7777777777777777,1.3888888888888888
FGM_GNU_CONV,7.939999999999875,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.7777777777777777,1.4444444444444444
FGM_GNU_CONV,7.939999999999875,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.7777777777777777,1.5
FGM_GNU_CONV,8.919999999999854,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.5555555555555556,1.0
FGM_GNU_CONV,8.589999999999861,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.5555555555555556,1.0555555555555556
FGM_GNU_CONV,8.379999999999866,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.5555555555555556,1.1111111111111112
FGM_GNU_CONV,8.20999999999987,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.5555555555555556,1.1666666666666667
FGM_GNU_CONV,8.099999999999872,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.5555555555555556,1.2222222222222223
FGM_GNU_CONV,8.069999999999872,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.5555555555555556,1.2777777777777777
FGM_GNU_CONV,7.989999999999874,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.5555555555555556,1.3333333333333333
FGM_GNU_CONV,7.959999999999875,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.5555555555555556,1.3888888888888888
FGM_GNU_CONV,7.949999999999875,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.5555555555555556,1.4444444444444444
FGM_GNU_CONV,7.939999999999875,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.5555555555555556,1.5
FGM_GNU_CONV,9.029999999999852,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.3333333333333335,1.0
FGM_GNU_CONV,8.699999999999859,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.3333333333333335,1.0555555555555556
FGM_GNU_CONV,8.429999999999865,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.3333333333333335,1.1111111111111112
FGM_GNU_CONV,8.259999999999868,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.3333333333333335,1.1666666666666667
FGM_GNU_CONV,8.15999999999987,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.3333333333333335,1.2222222222222223
FGM_GNU_CONV,8.069999999999872,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.3333333333333335,1.2777777777777777
FGM_GNU_CONV,7.999999999999874,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.3333333333333335,1.3333333333333333
FGM_GNU_CONV,7.999999999999874,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.3333333333333335,1.3888888888888888
FGM_GNU_CONV,7.959999999999875,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.3333333333333335,1.4444444444444444
FGM_GNU_CONV,7.939999999999875,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.3333333333333335,1.5
FGM_GNU_CONV,9.13999999999985,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.1111111111111112,1.0
FGM_GNU_CONV,8.809999999999857,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.1111111111111112,1.0555555555555556
FGM_GNU_CONV,8.509999999999863,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.1111111111111112,1.1111111111111112
FGM_GNU_CONV,8.299999999999867,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.1111111111111112,1.1666666666666667
FGM_GNU_CONV,8.18999999999987,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.1111111111111112,1.2222222222222223
FGM_GNU_CONV,8.119999999999871,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.1111111111111112,1.2777777777777777
FGM_GNU_CONV,8.029999999999873,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.1111111111111112,1.3333333333333333
FGM_GNU_CONV,7.989999999999874,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.1111111111111112,1.3888888888888888
FGM_GNU_CONV,7.959999999999875,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.1111111111111112,1.4444444444444444
FGM_GNU_CONV,7.949999999999875,1.0,True,16.11111111111111,0.3,0.2777777777777778,-1.1111111111111112,1.5
FGM_GNU_CONV,9.309999999999846,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.8888888888888888,1.0
FGM_GNU_CONV,8.939999999999854,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.8888888888888888,1.0555555555555556
FGM_GNU_CONV,8.61999999999986,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.8888888888888888,1.1111111111111112
FGM_GNU_CONV,8.419999999999865,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.8888888888888888,1.1666666666666667
FGM_GNU_CONV,8.259999999999868,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.8888888888888888,1.2222222222222223
FGM_GNU_CONV,8.129999999999871,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.8888888888888888,1.2777777777777777
FGM_GNU_CONV,8.069999999999872,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.8888888888888888,1.3333333333333333
FGM_GNU_CONV,8.009999999999874,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.8888888888888888,1.3888888888888888
FGM_GNU_CONV,7.979999999999874,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.8888888888888888,1.4444444444444444
FGM_GNU_CONV,7.959999999999875,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.8888888888888888,1.5
FGM_GNU_CONV,9.389999999999844,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.6666666666666667,1.0
FGM_GNU_CONV,9.029999999999852,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.6666666666666667,1.0555555555555556
FGM_GNU_CONV,8.709999999999859,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.6666666666666667,1.1111111111111112
FGM_GNU_CONV,8.439999999999864,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.6666666666666667,1.1666666666666667
FGM_GNU_CONV,8.299999999999867,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.6666666666666667,1.2222222222222223
FGM_GNU_CONV,8.229999999999869,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.6666666666666667,1.2777777777777777
FGM_GNU_CONV,8.099999999999872,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.6666666666666667,1.3333333333333333
FGM_GNU_CONV,8.029999999999873,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.6666666666666667,1.3888888888888888
FGM_GNU_CONV,7.989999999999874,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.6666666666666667,1.4444444444444444
FGM_GNU_CONV,7.9699999999998745,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.6666666666666667,1.5
FGM_GNU_CONV,9.539999999999841,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.44444444444444464,1.0
FGM_GNU_CONV,9.15999999999985,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.44444444444444464,1.0555555555555556
FGM_GNU_CONV,8.839999999999856,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.44444444444444464,1.1111111111111112
FGM_GNU_CONV,8.539999999999862,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.44444444444444464,1.1666666666666667
FGM_GNU_CONV,8.369999999999866,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.44444444444444464,1.2222222222222223
FGM_GNU_CONV,8.21999999999987,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.44444444444444464,1.2777777777777777
FGM_GNU_CONV,8.139999999999871,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.44444444444444464,1.3333333333333333
FGM_GNU_CONV,8.049999999999873,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.44444444444444464,1.3888888888888888
FGM_GNU_CONV,8.009999999999874,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.44444444444444464,1.4444444444444444
FGM_GNU_CONV,7.989999999999874,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.44444444444444464,1.5
FGM_GNU_CONV,57.28999999999717,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.22222222222222232,1.0
FGM_GNU_CONV,9.289999999999846,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.22222222222222232,1.0555555555555556
FGM_GNU_CONV,8.999999999999853,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.22222222222222232,1.1111111111111112
FGM_GNU_CONV,8.63999999999986,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.22222222222222232,1.1666666666666667
FGM_GNU_CONV,8.429999999999865,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.22222222222222232,1.2222222222222223
FGM_GNU_CONV,8.279999999999868,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.22222222222222232,1.2777777777777777
FGM_GNU_CONV,8.17999999999987,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.22222222222222232,1.3333333333333333
FGM_GNU_CONV,8.089999999999872,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.22222222222222232,1.3888888888888888
FGM_GNU_CONV,8.049999999999873,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.22222222222222232,1.4444444444444444
FGM_GNU_CONV,7.989999999999874,1.0,True,16.11111111111111,0.3,0.2777777777777778,-0.22222222222222232,1.5
FGM_GNU_CONV,97.63000000001304,True,False,16.11111111111111,0.3,0.2777777777777778,0.0,1.0
FGM_GNU_CONV,9.389999999999844,1.0,True,16.11111111111111,0.3,0.2777777777777778,0.0,1.0555555555555556
FGM_GNU_CONV,9.07999999999985,1.0,True,16.11111111111111,0.3,0.2777777777777778,0.0,1.1111111111111112
FGM_GNU_CONV,8.769999999999857,1.0,True,16.11111111111111,0.3,0.2777777777777778,0.0,1.1666666666666667
FGM_GNU_CONV,8.509999999999863,1.0,True,16.11111111111111,0.3,0.2777777777777778,0.0,1.2222222222222223
FGM_GNU_CONV,8.359999999999866,1.0,True,16.11111111111111,0.3,0.2777777777777778,0.0,1.2777777777777777
FGM_GNU_CONV,8.249999999999869,1.0,True,16.11111111111111,0.3,0.2777777777777778,0.0,1.3333333333333333
FGM_GNU_CONV,8.14999999999987,1.0,True,16.11111111111111,0.3,0.2777777777777778,0.0,1.3888888888888888
FGM_GNU_CONV,8.069999999999872,1.0,True,16.11111111111111,0.3,0.2777777777777778,0.0,1.4444444444444444
FGM_GNU_CONV,8.019999999999873,1.0,True,16.11111111111111,0.3,0.2777777777777778,0.0,1.5
FGM_GNU_CONV,8.759999999999858,1.0,True,16.11111111111111,0.3,0.35555555555555557,-2.0,1.0
FGM_GNU_CONV,8.439999999999864,1.0,True,16.11111111111111,0.3,0.35555555555555557,-2.0,1.0555555555555556
FGM_GNU_CONV,8.259999999999868,1.0,True,16.11111111111111,0.3,0.35555555555555557,-2.0,1.1111111111111112
FGM_GNU_CONV,8.14999999999987,1.0,True,16.11111111111111,0.3,0.35555555555555557,-2.0,1.1666666666666667
FGM_GNU_CONV,8.049999999999873,1.0,True,16.11111111111111,0.3,0.35555555555555557,-2.0,1.2222222222222223
FGM_GNU_CONV,7.999999999999874,1.0,True,16.11111111111111,0.3,0.35555555555555557,-2.0,1.2777777777777777
FGM_GNU_CONV,7.9699999999998745,1.0,True,16.11111111111111,0.3,0.35555555555555557,-2.0,1.3333333333333333
FGM_GNU_CONV,7.959999999999875,1.0,True,16.11111111111111,0.3,0.35555555555555557,-2.0,1.3888888888888888
FGM_GNU_CONV,7.939999999999875,1.0,True,16.11111111111111,0.3,0.35555555555555557,-2.0,1.4444444444444444
FGM_GNU_CONV,7.939999999999875,1.0,True,16.11111111111111,0.3,0.35555555555555557,-2.0,1.5
FGM_GNU_CONV,8.849999999999856,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.7777777777777777,1.0
FGM_GNU_CONV,8.549999999999862,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.7777777777777777,1.0555555555555556
FGM_GNU_CONV,8.299999999999867,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.7777777777777777,1.1111111111111112
FGM_GNU_CONV,8.19999999999987,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.7777777777777777,1.1666666666666667
FGM_GNU_CONV,8.079999999999872,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.7777777777777777,1.2222222222222223
FGM_GNU_CONV,8.019999999999873,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.7777777777777777,1.2777777777777777
FGM_GNU_CONV,7.979999999999874,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.7777777777777777,1.3333333333333333
FGM_GNU_CONV,7.959999999999875,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.7777777777777777,1.3888888888888888
FGM_GNU_CONV,7.949999999999875,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.7777777777777777,1.4444444444444444
FGM_GNU_CONV,7.939999999999875,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.7777777777777777,1.5
FGM_GNU_CONV,8.989999999999853,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.5555555555555556,1.0
FGM_GNU_CONV,8.65999999999986,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.5555555555555556,1.0555555555555556
FGM_GNU_CONV,8.399999999999865,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.5555555555555556,1.1111111111111112
FGM_GNU_CONV,8.229999999999869,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.5555555555555556,1.1666666666666667
FGM_GNU_CONV,8.119999999999871,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.5555555555555556,1.2222222222222223
FGM_GNU_CONV,8.099999999999872,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.5555555555555556,1.2777777777777777
FGM_GNU_CONV,7.999999999999874,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.5555555555555556,1.3333333333333333
FGM_GNU_CONV,7.9699999999998745,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.5555555555555556,1.3888888888888888
FGM_GNU_CONV,7.959999999999875,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.5555555555555556,1.4444444444444444
FGM_GNU_CONV,7.939999999999875,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.5555555555555556,1.5
FGM_GNU_CONV,9.09999999999985,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.3333333333333335,1.0
FGM_GNU_CONV,8.749999999999858,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.3333333333333335,1.0555555555555556
FGM_GNU_CONV,8.469999999999864,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.3333333333333335,1.1111111111111112
FGM_GNU_CONV,8.279999999999868,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.3333333333333335,1.1666666666666667
FGM_GNU_CONV,8.16999999999987,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.3333333333333335,1.2222222222222223
FGM_GNU_CONV,8.089999999999872,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.3333333333333335,1.2777777777777777
FGM_GNU_CONV,8.009999999999874,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.3333333333333335,1.3333333333333333
FGM_GNU_CONV,8.019999999999873,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.3333333333333335,1.3888888888888888
FGM_GNU_CONV,7.959999999999875,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.3333333333333335,1.4444444444444444
FGM_GNU_CONV,7.949999999999875,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.3333333333333335,1.5
FGM_GNU_CONV,9.179999999999849,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.1111111111111112,1.0
FGM_GNU_CONV,8.829999999999856,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.1111111111111112,1.0555555555555556
FGM_GNU_CONV,8.529999999999863,1.0,True,16.11111111111111,0.3,0.35555555555555557,-1.1111111111111112,1.1111111111111112
